NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Trajectory From,Trajectory To,Cause Ground Detail,Route
3724773,2023-09-20,2023-09-20,17:32:30,17:40:03,18342.0,2429000.0,"7,550",136.1,133.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3725956,2023-09-21,2023-09-21,08:58:29,09:06:05,28967.0,3811000.0,"7,600",156.4,151.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3721037,2023-09-18,2023-09-18,17:31:30,17:36:01,12683.0,2808000.0,"4,517",103.0,100.7,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3721352,2023-09-18,2023-09-18,18:23:28,18:26:00,7923.0,3128000.0,"2,533",154.8,151.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3721353,2023-09-18,2023-09-18,18:24:28,18:28:00,8702.0,2463000.0,"3,533",133.5,130.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3724660,2023-09-20,2023-09-20,17:11:30,17:21:01,26698.0,2805000.0,"9,517",118.5,114.8,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3724715,2023-09-20,2023-09-20,17:21:30,17:31:02,23857.0,2502000.0,"9,533",114.8,112.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3724740,2023-09-20,2023-09-20,17:25:31,17:28:00,6473.0,2607000.0,"2,483",139.6,137.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3721358,2023-09-18,2023-09-18,18:31:28,18:33:00,5673.0,3700000.0,"1,533",139.7,136.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3721759,2023-09-19,2023-09-19,07:50:28,07:53:00,6257.0,2470000.0,"2,533",156.1,153.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3722004,2023-09-19,2023-09-19,08:23:29,08:27:00,7558.0,2149000.0,"3,517",136.5,134.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3725340,2023-09-21,2023-09-21,07:57:28,07:59:00,4140.0,2700000.0,"1,533",139.7,137.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3725454,2023-09-21,2023-09-21,08:09:29,08:13:00,11183.0,3180000.0,"3,517",135.0,131.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3725478,2023-09-21,2023-09-21,08:11:29,08:19:00,24343.0,3239000.0,"7,517",159.6,157.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3725654,2023-09-21,2023-09-21,08:30:29,08:43:00,33207.0,2653000.0,"12,517",140.4,137.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3725765,2023-09-21,2023-09-21,08:40:29,08:58:01,55303.0,3154000.0,"17,533",157.9,155.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3721362,2023-09-18,2023-09-18,18:35:27,18:37:00,6665.0,4300000.0,"1,550",138.3,134.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3723291,2023-09-19,2023-09-19,17:32:30,17:34:00,3900.0,2600000.0,"1,500",111.7,109.1,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3725586,2023-09-21,2023-09-21,08:22:29,08:24:00,4247.0,2800000.0,"1,517",135.0,132.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3725632,2023-09-21,2023-09-21,08:27:29,08:35:03,20907.0,2763000.0,"7,567",157.1,153.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3725856,2023-09-21,2023-09-21,08:48:29,08:55:04,17377.0,2639000.0,"6,583",135.2,131.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3726024,2023-09-21,2023-09-21,09:06:28,09:39:00,98168.0,3017000.0,"32,533",154.5,152.4,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3726025,2023-09-21,2023-09-21,09:06:28,09:10:06,7630.0,2100000.0,"3,633",135.4,133.3,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3734879,2023-09-26,2023-09-26,17:57:30,17:59:01,3640.0,2400000.0,"1,517",139.6,137.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3735158,2023-09-27,2023-09-27,07:35:27,07:38:00,5467.0,2144000.0,"2,550",139.5,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3735242,2023-09-27,2023-09-27,07:57:28,08:01:04,8462.0,2350000.0,"3,600",135.0,132.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3735825,2023-09-27,2023-09-27,15:49:29,16:37:01,310698.0,6536000.0,"47,533",140.5,138.1,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3735831,2023-09-27,2023-09-27,15:50:29,15:53:01,5508.0,2174000.0,"2,533",134.0,131.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3736061,2023-09-27,2023-09-27,16:25:30,16:39:01,41245.0,3051000.0,"13,517",115.7,112.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3736931,2023-09-28,2023-09-28,07:45:28,07:54:01,20960.0,2451000.0,"8,550",158.4,156.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3737019,2023-09-28,2023-09-28,07:58:29,08:13:01,34030.0,2342000.0,"14,533",136.9,134.7,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3737104,2023-09-28,2023-09-28,08:11:29,08:15:09,8453.0,2305000.0,"3,667",154.7,152.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3734520,2023-09-26,2023-09-26,17:08:29,17:10:07,4410.0,2700000.0,"1,633",108.9,106.2,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3734613,2023-09-26,2023-09-26,17:18:30,17:21:01,5788.0,2300000.0,"2,517",106.8,104.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3735424,2023-09-27,2023-09-27,08:42:29,08:44:00,3185.0,2100000.0,"1,517",159.6,157.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3733669,2023-09-26,2023-09-26,08:48:29,08:51:02,5865.0,2300000.0,"2,550",137.1,134.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3734801,2023-09-26,2023-09-26,17:42:30,17:56:01,48220.0,3567000.0,"13,517",139.7,136.9,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3735254,2023-09-27,2023-09-27,08:01:28,08:07:00,14400.0,2602000.0,"5,533",156.4,153.0,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3737031,2023-09-28,2023-09-28,08:00:28,08:08:00,21613.0,2869000.0,"7,533",154.3,152.2,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3738054,2023-09-28,2023-09-28,16:27:29,16:29:00,3640.0,2400000.0,"1,517",137.9,135.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3734270,2023-09-26,2023-09-26,16:28:29,16:33:00,14772.0,3270000.0,"4,517",100.1,96.3,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3734533,2023-09-26,2023-09-26,17:09:29,17:15:08,14303.0,2532000.0,"5,650",139.6,137.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3735434,2023-09-27,2023-09-27,08:44:29,09:03:00,53923.0,2912000.0,"18,517",154.6,152.5,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3736060,2023-09-27,2023-09-27,16:25:30,17:47:03,550632.0,6752000.0,"81,550",140.3,136.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3736386,2023-09-27,2023-09-27,17:17:30,17:23:01,28552.0,5176000.0,"5,517",113.6,108.5,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3736387,2023-09-27,2023-09-27,17:18:31,17:27:01,29125.0,3426000.0,"8,500",139.5,136.8,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
3736456,2023-09-27,2023-09-27,17:30:31,17:41:08,33835.0,3187000.0,"10,617",115.9,112.6,A,50,A50,ascending,Eindhoven,Oss,Rush hour traffic jam (no cause reported),E-A
3733500,2023-09-26,2023-09-26,08:24:29,08:27:01,5067.0,2000000.0,"2,533",139.6,137.6,A,50,A50,ascending,Oss,Arnhem,Rush hour traffic jam (no cause reported),E-A
